Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,Policy Duration Days,Policy Duration Category,Active Policy Flag,Name,Gender,Age,Occupation,Marital Status,"Address (City, State, Zip Code)",Age Bucket,Married Flag,Senior Citizen Flag,Customer Segment,Agent ID,Renewal Status,Policy Discounts,Risk Score,High_Risk_Flag,Risk Category,High Risk Flag,Renewal Segment
POL97760999,Property,226849,632.19,2024-12-01,2026-12-30,Monthly,Lapsed,CUST25703315,759,Medium Term,0,Nicole Powell,Other,36,Archivist,Widowed,"West Morganfurt, New Jersey, 90187",36-45,0,0,Middle Age,AGT40466045,Not Renewed,24,14,0,Low Risk,0,Churned
POL00966757,Health,296085,1115.5,2023-07-30,2029-09-30,Annually,Active,CUST12400012,2254,Long Term,1,Kimberly Murray,Other,50,"Runner, broadcasting/film/video",Divorced,"South Samanthachester, Louisiana, 91424",46-55,0,0,Middle Age,AGT19094834,Not Renewed,28,70,1,High Risk,1,Churned
POL40722779,Life,265753,872.92,2019-10-31,2021-10-08,Annually,Active,CUST26137895,708,Medium Term,1,Ryan Thompson,Other,58,Music therapist,Married,"Perezville, Indiana, 03444",56+,1,0,Senior Adult,AGT70004940,Renewed,20,6,0,Low Risk,0,Loyal
POL87901583,Health,229576,134.22,2020-01-12,2029-01-22,Monthly,Active,CUST34007755,3298,Long Term,1,Jason Clark,Female,74,Air broker,Married,"Port Lisa, Connecticut, 04056",56+,1,1,Senior Adult,AGT49883443,Not Renewed,23,40,0,Medium Risk,0,Churned
POL30115645,Health,379691,1616.95,2017-05-10,2018-11-03,Annually,Terminated,CUST98059607,542,Medium Term,0,Brenda Howard,Male,53,Speech and language therapist,Married,"East Barbara, Utah, 85185",46-55,1,0,Senior Adult,AGT43392243,Not Renewed,5,99,1,High Risk,1,Churned
POL38850914,Auto,19276,465.68,2022-10-17,2029-08-13,Monthly,Active,CUST27802626,2492,Long Term,1,Jeffrey Payne,Other,33,Field seismologist,Single,"Ashleyberg, Texas, 90033",26-35,0,0,Middle Age,AGT36733541,Not Renewed,29,100,1,High Risk,1,Churned
POL28044403,Auto,496417,1686.7,2021-03-16,2024-10-18,Quarterly,Terminated,CUST59420580,1312,Long Term,0,Melissa Sharp,Female,44,Health service manager,Divorced,"New Nathaniel, Wisconsin, 78586",36-45,0,0,Middle Age,AGT36138436,Pending,32,31,0,Medium Risk,0,At Risk
POL47455160,Auto,76423,1773.81,2017-11-18,2026-11-17,Quarterly,Active,CUST78396108,3286,Long Term,1,Michele Duncan,Other,36,"Clinical scientist, histocompatibility and immunogenetics",Single,"South James, Kansas, 85203",36-45,0,0,Middle Age,AGT78493000,Renewed,8,12,0,Low Risk,0,Loyal
POL24535727,Auto,141838,120.88,2019-08-04,2025-11-10,Quarterly,Active,CUST53636696,2290,Long Term,1,Charles Yang,Male,49,"Engineer, manufacturing systems",Married,"East Darrell, New York, 96793",46-55,1,0,Middle Age,AGT21689798,Pending,34,9,0,Low Risk,0,At Risk
POL80084188,Life,477917,876.37,2020-12-06,2025-09-08,Monthly,Active,CUST20186186,1737,Long Term,1,Jessica Brown,Other,19,Retail buyer,Widowed,"Port Nathanville, Louisiana, 95129",18-25,0,0,Young Adult,AGT98439665,Pending,28,15,0,Low Risk,0,At Risk
POL86311046,Health,460823,1994.57,2018-08-04,2022-03-27,Monthly,Lapsed,CUST58368389,1331,Long Term,0,Regina Lee,Other,54,Ship broker,Widowed,"Kennethview, Oklahoma, 52519",46-55,0,0,Senior Adult,AGT44120602,Not Renewed,38,25,0,Low Risk,0,Churned
POL03884605,Health,409346,1988.3,2022-10-11,2029-09-07,Annually,Lapsed,CUST98959709,2523,Long Term,0,Ms. Stacy Sweeney MD,Female,61,Mechanical engineer,Divorced,"New Ryanmouth, Mississippi, 11256",56+,0,1,Senior Adult,AGT11784715,Pending,26,86,1,High Risk,1,At Risk
POL37303684,Property,364206,490.22,2020-02-10,2021-06-28,Monthly,Active,CUST29805169,504,Medium Term,1,Patricia Davis,Female,22,Jewellery designer,Single,"Andersonmouth, Vermont, 01999",18-25,0,0,Young Adult,AGT84891354,Not Renewed,44,31,0,Medium Risk,0,Churned
POL77070013,Auto,443803,397.52,2019-06-01,2021-03-19,Monthly,Terminated,CUST13939283,657,Medium Term,0,Katie Lloyd,Female,48,Clinical embryologist,Widowed,"New Michael, Hawaii, 23782",46-55,0,0,Middle Age,AGT12574860,Not Renewed,50,72,1,High Risk,1,Churned
POL07540260,Health,418521,500.8,2019-03-05,2021-10-05,Monthly,Active,CUST12875579,945,Medium Term,1,Megan Parker,Male,71,Optometrist,Widowed,"Jessicastad, Washington, 80233",56+,0,1,Senior Adult,AGT23014500,Not Renewed,17,26,0,Low Risk,0,Churned
POL18985962,Property,324370,696.0,2019-07-11,2025-06-04,Annually,Active,CUST12307049,2155,Long Term,1,Kristie Fisher,Other,33,Gaffer,Married,"North Stephentown, Massachusetts, 33454",26-35,1,0,Middle Age,AGT22278826,Renewed,37,64,0,High Risk,0,Loyal
POL61786939,Health,38153,546.55,2018-08-07,2026-05-19,Quarterly,Terminated,CUST64300710,2842,Long Term,0,James Anderson,Female,47,Prison officer,Single,"Port Jessicaberg, Hawaii, 44797",46-55,0,0,Middle Age,AGT72464725,Not Renewed,13,29,0,Low Risk,0,Churned
POL06987694,Health,139829,560.09,2023-12-15,2031-02-01,Annually,Lapsed,CUST75103337,2605,Long Term,0,Dawn Campbell,Male,45,Data scientist,Divorced,"West Anthonyport, Texas, 66794",36-45,0,0,Middle Age,AGT42428773,Pending,16,98,1,High Risk,1,At Risk
POL21410812,Life,187130,675.87,2016-11-08,2020-03-03,Annually,Active,CUST42778999,1211,Long Term,1,Daniel Jones,Other,60,"Engineer, maintenance",Married,"East Autumnview, Maryland, 21652",56+,1,1,Senior Adult,AGT88782271,Renewed,44,99,1,High Risk,1,Loyal
POL48634910,Life,304944,435.95,2018-04-08,2021-07-07,Quarterly,Terminated,CUST34068296,1186,Long Term,0,James Baxter,Other,44,Intelligence analyst,Widowed,"North Douglas, Arizona, 50838",36-45,0,0,Middle Age,AGT83811414,Pending,18,68,0,High Risk,0,At Risk
POL99936607,Auto,396888,1680.94,2017-08-21,2026-03-13,Monthly,Active,CUST02686696,3126,Long Term,1,Sharon Myers,Female,76,Aeronautical engineer,Widowed,"Lucasshire, North Dakota, 95336",56+,0,1,Senior Adult,AGT83424131,Pending,50,66,0,High Risk,0,At Risk
POL55377332,Health,65291,817.15,2022-09-25,2029-06-23,Annually,Lapsed,CUST47228790,2463,Long Term,0,Timothy Turner,Other,18,Chartered certified accountant,Divorced,"Marymouth, Missouri, 07374",18-25,0,0,Young Adult,AGT95612851,Not Renewed,41,46,0,Medium Risk,0,Churned
POL09053359,Life,173376,1048.0,2017-10-29,2023-10-14,Monthly,Active,CUST90920433,2176,Long Term,1,Dean Berry,Female,49,Analytical chemist,Widowed,"New Lucasmouth, Maryland, 46079",46-55,0,0,Middle Age,AGT08510639,Not Renewed,21,88,1,High Risk,1,Churned
POL26420272,Life,18167,418.42,2018-03-17,2023-04-04,Annually,Lapsed,CUST94024764,1844,Long Term,0,Chelsea Sexton,Other,81,Cytogeneticist,Single,"Cherylfurt, Mississippi, 82024",56+,0,1,Senior Adult,AGT35108816,Pending,22,9,0,Low Risk,0,At Risk
POL43096448,Health,368147,1995.4,2017-09-04,2021-11-09,Monthly,Lapsed,CUST95330608,1527,Long Term,0,Julian Freeman,Other,30,"Pharmacist, hospital",Single,"Lake Stacyville, Florida, 71852",26-35,0,0,Young Adult,AGT73992431,Pending,8,35,0,Medium Risk,0,At Risk
POL45440962,Health,15540,1467.13,2015-11-16,2019-09-24,Annually,Lapsed,CUST28361361,1408,Long Term,0,Sarah Vance,Other,44,Restaurant manager,Widowed,"South James, Maine, 52726",36-45,0,0,Middle Age,AGT28600075,Pending,13,80,1,High Risk,1,At Risk
POL89942249,Auto,63153,440.64,2019-01-28,2024-04-25,Monthly,Lapsed,CUST75615977,1914,Long Term,0,Amber Smith,Other,45,"Therapist, drama",Single,"West Travisside, Nebraska, 09361",36-45,0,0,Middle Age,AGT63382274,Renewed,32,50,0,Medium Risk,0,Loyal
POL76474786,Property,381653,1614.97,2022-12-03,2024-12-09,Annually,Active,CUST55000711,737,Medium Term,1,Mary Gray,Female,79,"Teacher, primary school",Single,"Jameshaven, North Carolina, 16274",56+,0,1,Senior Adult,AGT99761483,Not Renewed,20,71,1,High Risk,1,Churned
POL19289234,Property,401656,136.96,2022-12-04,2032-11-20,Monthly,Active,CUST84967828,3639,Long Term,1,Michael Richardson,Female,29,"Production assistant, radio",Single,"Port Ronaldtown, Nebraska, 13747",26-35,0,0,Young Adult,AGT59761115,Not Renewed,1,91,1,High Risk,1,Churned
POL25546683,Auto,383672,910.89,2023-11-23,2028-02-23,Annually,Terminated,CUST40195700,1553,Long Term,0,Natasha Conway,Other,32,"Psychologist, prison and probation services",Married,"Jessehaven, Arizona, 95554",26-35,1,0,Middle Age,AGT49421659,Pending,22,20,0,Low Risk,0,At Risk
POL74112485,Auto,318107,1117.56,2023-02-12,2031-08-30,Monthly,Terminated,CUST79329107,3121,Long Term,0,Christopher Greer,Male,29,Community development worker,Married,"Moorefurt, Iowa, 94619",26-35,1,0,Young Adult,AGT18265451,Not Renewed,9,30,0,Low Risk,0,Churned
POL63539662,Health,139819,1061.87,2023-01-10,2028-02-07,Monthly,Lapsed,CUST24806892,1854,Long Term,0,David Reed,Male,29,Medical sales representative,Married,"Thomasstad, North Dakota, 17162",26-35,1,0,Young Adult,AGT72452803,Pending,40,93,1,High Risk,1,At Risk
POL97583432,Auto,322598,983.32,2015-12-19,2017-05-06,Monthly,Active,CUST58352563,504,Medium Term,1,Ashlee Duran,Female,70,"Production assistant, television",Divorced,"Brendabury, Wisconsin, 13856",56+,0,1,Senior Adult,AGT70103602,Not Renewed,16,87,1,High Risk,1,Churned
POL43412607,Health,424490,838.32,2016-04-30,2019-04-24,Quarterly,Active,CUST72879222,1089,Medium Term,1,Heather Nguyen,Male,24,Colour technologist,Divorced,"Dylanberg, Georgia, 60252",18-25,0,0,Young Adult,AGT16948019,Renewed,13,50,0,Medium Risk,0,Loyal
POL20142865,Life,94851,136.81,2018-02-15,2023-12-23,Monthly,Lapsed,CUST08168341,2137,Long Term,0,Daniel Bailey,Female,53,Management consultant,Married,"Lake Tammie, Alaska, 47801",46-55,1,0,Senior Adult,AGT80184738,Pending,22,93,1,High Risk,1,At Risk
POL12796587,Property,255584,205.43,2018-11-15,2023-10-27,Monthly,Lapsed,CUST92249874,1807,Long Term,0,Rodney Boyer,Other,40,Travel agency manager,Widowed,"West Melissa, Rhode Island, 06311",36-45,0,0,Middle Age,AGT52933553,Not Renewed,27,5,0,Low Risk,0,Churned
POL78277290,Life,21818,1382.48,2020-07-06,2026-10-23,Annually,Active,CUST70668160,2300,Long Term,1,Carolyn Mack,Male,41,Comptroller,Married,"New Courtneytown, Ohio, 32348",36-45,1,0,Middle Age,AGT02754545,Pending,9,46,0,Medium Risk,0,At Risk
POL27171310,Life,187796,828.0,2017-02-24,2025-03-04,Annually,Active,CUST01781896,2930,Long Term,1,Kimberly Jones,Other,35,Architect,Single,"Port Stephanieville, Nebraska, 50971",26-35,0,0,Middle Age,AGT74959327,Not Renewed,2,48,0,Medium Risk,0,Churned
POL64858473,Property,20240,1158.67,2016-10-10,2022-06-14,Annually,Active,CUST78299783,2073,Long Term,1,John Gomez,Other,18,"Teacher, English as a foreign language",Divorced,"Krystalville, South Carolina, 15983",18-25,0,0,Young Adult,AGT86552231,Not Renewed,39,8,0,Low Risk,0,Churned
POL63887915,Property,89044,1692.95,2021-12-31,2027-12-12,Monthly,Terminated,CUST22797479,2172,Long Term,0,Lori Downs,Female,70,Hydrographic surveyor,Widowed,"Port Isaacport, Mississippi, 42777",56+,0,1,Senior Adult,AGT33900051,Pending,45,45,0,Medium Risk,0,At Risk
POL87573741,Property,481624,1472.99,2014-12-31,2016-05-20,Quarterly,Active,CUST52983993,506,Medium Term,1,Betty Gomez,Female,56,Multimedia specialist,Divorced,"Martinezshire, New Hampshire, 71932",56+,0,0,Senior Adult,AGT14657798,Renewed,18,36,0,Medium Risk,0,Loyal
POL28804957,Life,365061,1000.36,2018-03-13,2026-06-24,Monthly,Lapsed,CUST76438251,3025,Long Term,0,Scott Brown,Male,30,Careers adviser,Single,"West Michelleberg, West Virginia, 07375",26-35,0,0,Young Adult,AGT62149408,Not Renewed,8,77,1,High Risk,1,Churned
POL19694591,Property,195574,1096.62,2019-05-16,2023-02-01,Quarterly,Active,CUST59727399,1357,Long Term,1,Susan Glenn,Male,20,Furniture conservator/restorer,Married,"Oscarfort, Nevada, 22305",18-25,1,0,Young Adult,AGT00474471,Not Renewed,38,89,1,High Risk,1,Churned
POL28503798,Life,486923,813.71,2017-12-17,2024-05-01,Monthly,Lapsed,CUST78565117,2327,Long Term,0,Cassie Gibson,Other,75,Contractor,Married,"New Ianview, Wyoming, 37389",56+,1,1,Senior Adult,AGT37184585,Renewed,7,22,0,Low Risk,0,Loyal
POL12582263,Property,271188,686.13,2019-07-11,2027-11-23,Annually,Active,CUST94841919,3057,Long Term,1,Donna Jackson,Female,20,Public relations officer,Divorced,"New Kristen, New York, 48142",18-25,0,0,Young Adult,AGT30440202,Renewed,0,50,0,Medium Risk,0,Loyal
POL91022506,Life,289716,444.32,2023-01-31,2032-04-17,Quarterly,Active,CUST32939112,3364,Long Term,1,Kenneth Love,Male,51,Production manager,Married,"Lake Molly, Missouri, 73032",46-55,1,0,Senior Adult,AGT76455407,Renewed,21,6,0,Low Risk,0,Loyal
POL03315797,Health,376740,1881.04,2018-12-13,2022-11-30,Annually,Terminated,CUST85679291,1448,Long Term,0,Valerie Gutierrez,Male,53,Amenity horticulturist,Single,"Weavertown, Minnesota, 03512",46-55,0,0,Senior Adult,AGT14444736,Not Renewed,8,56,0,Medium Risk,0,Churned
POL45551235,Auto,23379,890.82,2020-05-10,2025-09-12,Monthly,Lapsed,CUST98383766,1951,Long Term,0,Jason Marsh,Male,72,"Psychologist, educational",Single,"North Kathryn, Montana, 30813",56+,0,1,Senior Adult,AGT97442629,Pending,4,97,1,High Risk,1,At Risk
POL77208632,Health,355737,1562.56,2023-03-12,2030-12-25,Annually,Lapsed,CUST87783555,2845,Long Term,0,Catherine Mullins,Male,38,Counsellor,Married,"Port Chadburgh, Minnesota, 02313",36-45,1,0,Middle Age,AGT22254996,Pending,37,88,1,High Risk,1,At Risk
POL22260500,Auto,152382,1471.71,2016-11-24,2020-06-05,Annually,Lapsed,CUST90316221,1289,Long Term,0,Marc Stephens,Male,44,Estate agent,Divorced,"East Andrew, New Hampshire, 22924",36-45,0,0,Middle Age,AGT43241111,Renewed,26,36,0,Medium Risk,0,Loyal
POL36836777,Property,206825,200.89,2020-11-27,2028-12-12,Quarterly,Active,CUST91208173,2937,Long Term,1,Melissa Burns,Other,65,Waste management officer,Married,"Briannachester, Connecticut, 98390",56+,1,1,Senior Adult,AGT91448841,Renewed,14,97,1,High Risk,1,Loyal
POL96268536,Property,318737,1725.09,2019-08-14,2027-07-20,Quarterly,Lapsed,CUST58200674,2897,Long Term,0,David Evans,Female,30,IT sales professional,Single,"New Markshire, Ohio, 38827",26-35,0,0,Young Adult,AGT96209356,Renewed,0,55,0,Medium Risk,0,Loyal
POL91407611,Property,214118,1360.69,2018-03-08,2021-02-15,Monthly,Terminated,CUST22702384,1075,Medium Term,0,Paul Russo,Male,66,Local government officer,Divorced,"Amyton, Arkansas, 49217",56+,0,1,Senior Adult,AGT00247557,Renewed,18,24,0,Low Risk,0,Loyal
POL64095916,Life,76594,713.74,2020-10-03,2028-02-23,Monthly,Active,CUST83831085,2699,Long Term,1,Katherine Collins,Male,46,"Development worker, international aid",Widowed,"Kellifurt, North Carolina, 36974",46-55,0,0,Middle Age,AGT43354582,Not Renewed,39,31,0,Medium Risk,0,Churned
POL64740997,Auto,231586,1758.12,2015-03-29,2023-01-30,Monthly,Terminated,CUST79978670,2864,Long Term,0,Tracey Lyons,Other,43,Radiation protection practitioner,Single,"Dawnburgh, Michigan, 01263",36-45,0,0,Middle Age,AGT08121325,Pending,4,7,0,Low Risk,0,At Risk
POL06176964,Auto,101981,1210.47,2021-03-12,2024-02-13,Monthly,Active,CUST76916753,1068,Medium Term,1,Robert West,Female,83,Equities trader,Single,"Ashleybury, Wisconsin, 98415",56+,0,1,Senior Adult,AGT83659271,Not Renewed,23,38,0,Medium Risk,0,Churned
POL86552601,Property,155063,666.01,2024-11-21,2027-06-04,Monthly,Lapsed,CUST61585782,925,Medium Term,0,Robin Garcia,Female,20,Exhibition designer,Single,"Martinezside, Delaware, 34143",18-25,0,0,Young Adult,AGT45357264,Not Renewed,36,17,0,Low Risk,0,Churned
POL98182454,Property,49906,450.36,2015-04-08,2024-12-14,Annually,Terminated,CUST87720578,3538,Long Term,0,Matthew Brooks,Other,70,Trading standards officer,Single,"West Conniechester, Illinois, 32649",56+,0,1,Senior Adult,AGT42185776,Pending,46,22,0,Low Risk,0,At Risk
POL04470175,Auto,229746,270.33,2015-11-17,2020-07-01,Quarterly,Active,CUST94522141,1688,Long Term,1,Maria Martinez,Female,64,"Teacher, early years/pre",Divorced,"Port Jessica, Montana, 09857",56+,0,1,Senior Adult,AGT19048580,Pending,49,73,1,High Risk,1,At Risk
POL36184966,Life,331181,351.24,2022-12-13,2031-01-11,Quarterly,Lapsed,CUST37990717,2951,Long Term,0,Holly Jordan,Other,23,Agricultural engineer,Married,"West Vincentmouth, Illinois, 30174",18-25,1,0,Young Adult,AGT12331751,Not Renewed,23,4,0,Low Risk,0,Churned
POL11905173,Property,383367,462.75,2023-03-31,2026-05-26,Annually,Terminated,CUST40967783,1152,Long Term,0,Debbie Hall,Male,42,Commissioning editor,Divorced,"East Jessicabury, Indiana, 37798",36-45,0,0,Middle Age,AGT63517100,Renewed,17,67,0,High Risk,0,Loyal
POL22934928,Property,24866,320.99,2023-02-16,2024-08-07,Quarterly,Active,CUST86185759,538,Medium Term,1,Sarah Hanson,Male,22,"Psychologist, forensic",Single,"North Barbaratown, Oregon, 06309",18-25,0,0,Young Adult,AGT58785205,Pending,48,70,1,High Risk,1,At Risk
POL51486527,Health,343945,1962.94,2024-09-11,2032-03-13,Annually,Lapsed,CUST67573322,2740,Long Term,0,Jason Gonzalez,Male,77,"Scientist, research (life sciences)",Divorced,"Shannonborough, Michigan, 41071",56+,0,1,Senior Adult,AGT49258624,Renewed,35,79,1,High Risk,1,Loyal
POL67871269,Health,465364,1027.94,2018-01-29,2026-01-09,Monthly,Active,CUST15704037,2902,Long Term,1,Andrea Berry,Female,29,Theatre manager,Married,"Raymondmouth, Virginia, 50293",26-35,1,0,Young Adult,AGT06708094,Renewed,9,23,0,Low Risk,0,Loyal
POL52660613,Auto,205148,322.17,2018-06-01,2026-08-12,Quarterly,Active,CUST57652314,2994,Long Term,1,Shelby Bush,Male,56,"Journalist, newspaper",Single,"East Barbara, Indiana, 11379",56+,0,0,Senior Adult,AGT68480769,Not Renewed,26,87,1,High Risk,1,Churned
POL42173168,Property,238845,270.52,2018-12-25,2027-07-27,Quarterly,Active,CUST27814120,3136,Long Term,1,Melissa Sanchez,Male,52,Insurance risk surveyor,Married,"South Michaelbury, Wyoming, 31320",46-55,1,0,Senior Adult,AGT26162583,Pending,50,84,1,High Risk,1,At Risk
POL63448098,Life,269112,247.04,2019-11-26,2021-11-27,Annually,Active,CUST01158686,732,Medium Term,1,Julie Johnson,Female,84,Sports development officer,Married,"Taylorchester, Tennessee, 00870",56+,1,1,Senior Adult,AGT25115156,Not Renewed,21,68,0,High Risk,0,Churned
POL76633333,Health,246719,905.56,2020-06-18,2029-04-25,Monthly,Terminated,CUST21650393,3233,Long Term,0,Christine Foster,Male,27,Associate Professor,Married,"Sharistad, Alaska, 15055",26-35,1,0,Young Adult,AGT95285941,Renewed,1,59,0,Medium Risk,0,Loyal
POL87098270,Property,162187,300.36,2017-12-06,2020-04-18,Annually,Active,CUST72362587,864,Medium Term,1,Christine Valentine,Female,63,Holiday representative,Married,"Aaronborough, Oregon, 62292",56+,1,1,Senior Adult,AGT06506172,Pending,12,12,0,Low Risk,0,At Risk
POL21241927,Health,22575,339.1,2017-07-31,2019-05-23,Annually,Active,CUST18176345,661,Medium Term,1,Alyssa Cox,Other,82,Firefighter,Divorced,"Susanview, Nevada, 57793",56+,0,1,Senior Adult,AGT89727357,Not Renewed,3,31,0,Medium Risk,0,Churned
POL78474617,Property,283778,1327.26,2016-08-28,2019-10-28,Monthly,Active,CUST17818654,1156,Long Term,1,Bryan Stephens,Other,37,Sports development officer,Widowed,"West Michaelshire, Illinois, 56497",36-45,0,0,Middle Age,AGT04211473,Pending,23,33,0,Medium Risk,0,At Risk
POL40740703,Auto,337347,1666.04,2018-09-07,2021-03-19,Quarterly,Active,CUST82071648,924,Medium Term,1,Wesley Thomas,Other,49,"Conservation officer, nature",Married,"East Kennethfort, Maryland, 61031",46-55,1,0,Middle Age,AGT55121303,Pending,29,85,1,High Risk,1,At Risk
POL01356668,Auto,407856,1808.28,2017-12-16,2025-10-19,Quarterly,Lapsed,CUST70037973,2864,Long Term,0,Theresa Lewis,Female,33,Toxicologist,Divorced,"Port Ralphside, Pennsylvania, 03751",26-35,0,0,Middle Age,AGT29073945,Renewed,23,49,0,Medium Risk,0,Loyal
POL81358654,Health,223001,1072.92,2019-07-20,2021-02-05,Quarterly,Active,CUST11675818,566,Medium Term,1,Joan Herrera,Other,71,Solicitor,Widowed,"Kellyfort, Massachusetts, 98311",56+,0,1,Senior Adult,AGT12724194,Pending,33,35,0,Medium Risk,0,At Risk
POL42512488,Property,337140,464.19,2017-12-19,2019-01-16,Monthly,Terminated,CUST10837204,393,Medium Term,0,Jessica Mccarthy,Other,74,Careers adviser,Widowed,"South Brent, Maine, 98893",56+,0,1,Senior Adult,AGT83205981,Pending,16,3,0,Low Risk,0,At Risk
POL62388376,Property,166333,839.94,2023-03-23,2026-06-12,Annually,Lapsed,CUST19076228,1177,Long Term,0,James Allen,Other,76,English as a second language teacher,Single,"South Crystal, Kentucky, 65240",56+,0,1,Senior Adult,AGT20672034,Renewed,22,64,0,High Risk,0,Loyal
POL64728367,Auto,384000,788.03,2017-04-16,2020-08-30,Quarterly,Active,CUST56206893,1232,Long Term,1,Monica Smith,Other,36,Glass blower/designer,Single,"Melissatown, Georgia, 01044",36-45,0,0,Middle Age,AGT19741940,Renewed,5,90,1,High Risk,1,Loyal
POL91325406,Property,217792,1845.65,2017-06-23,2023-08-26,Quarterly,Terminated,CUST93771069,2255,Long Term,0,James Marsh,Other,73,"Merchandiser, retail",Married,"New Annaside, New Hampshire, 44837",56+,1,1,Senior Adult,AGT14252813,Renewed,40,37,0,Medium Risk,0,Loyal
POL94038390,Health,394057,420.36,2020-05-31,2022-01-24,Quarterly,Terminated,CUST46066510,603,Medium Term,0,Justin Smith,Female,20,Office manager,Married,"Mariastad, Arkansas, 13853",18-25,1,0,Young Adult,AGT37248486,Pending,36,94,1,High Risk,1,At Risk
POL93764594,Health,197854,889.58,2015-07-10,2020-05-14,Quarterly,Terminated,CUST97117972,1770,Long Term,0,Mary Wolfe,Male,21,Oceanographer,Widowed,"Parkhaven, New York, 16731",18-25,0,0,Young Adult,AGT84929713,Renewed,32,73,1,High Risk,1,Loyal
POL01140651,Property,151106,1312.96,2024-03-06,2026-07-30,Quarterly,Lapsed,CUST04188498,876,Medium Term,0,Kirk Vargas,Female,57,Illustrator,Divorced,"New Emily, Oklahoma, 24199",56+,0,0,Senior Adult,AGT54486586,Not Renewed,28,1,0,Low Risk,0,Churned
POL64671018,Auto,18535,175.24,2022-05-01,2024-08-06,Quarterly,Active,CUST65008360,828,Medium Term,1,Heather Taylor MD,Female,18,"Scientist, research (maths)",Divorced,"North Jessicaview, Missouri, 58051",18-25,0,0,Young Adult,AGT54256320,Pending,33,65,0,High Risk,0,At Risk
POL23937265,Life,391265,963.8,2018-11-24,2020-11-14,Quarterly,Lapsed,CUST42041475,721,Medium Term,0,Stephanie Montgomery,Male,60,Dramatherapist,Widowed,"Newtonmouth, Massachusetts, 98133",56+,0,1,Senior Adult,AGT03360459,Pending,25,22,0,Low Risk,0,At Risk
POL91701869,Auto,169979,1475.85,2016-12-21,2018-10-17,Monthly,Active,CUST39892656,665,Medium Term,1,Felicia Walker,Other,28,Accounting technician,Divorced,"New Bethmouth, Michigan, 49733",26-35,0,0,Young Adult,AGT48231852,Pending,25,22,0,Low Risk,0,At Risk
POL40774086,Auto,197593,1019.06,2021-08-25,2026-05-26,Monthly,Active,CUST20106314,1735,Long Term,1,Samuel Long,Male,20,"Biochemist, clinical",Married,"Port Ryanburgh, New Hampshire, 51287",18-25,1,0,Young Adult,AGT38877599,Renewed,33,84,1,High Risk,1,Loyal
POL84330960,Auto,468168,1331.79,2020-10-27,2029-02-15,Quarterly,Lapsed,CUST18970316,3033,Long Term,0,Anthony Wagner,Other,72,Clinical cytogeneticist,Single,"Davidmouth, Colorado, 59906",56+,0,1,Senior Adult,AGT66023762,Renewed,49,17,0,Low Risk,0,Loyal
POL75156897,Health,463430,1960.53,2015-12-18,2018-04-20,Quarterly,Terminated,CUST40026003,854,Medium Term,0,Billy Ruiz,Female,27,"Nurse, mental health",Single,"North Meghanbury, Connecticut, 77438",26-35,0,0,Young Adult,AGT81319789,Renewed,49,42,0,Medium Risk,0,Loyal
POL03406980,Auto,234471,1166.54,2019-01-16,2021-09-18,Monthly,Lapsed,CUST19797075,976,Medium Term,0,Adam Price,Other,45,"Engineer, automotive",Married,"East Erinview, Texas, 41788",36-45,1,0,Middle Age,AGT77316919,Not Renewed,9,26,0,Low Risk,0,Churned
POL56170272,Property,17599,388.24,2024-10-17,2029-08-23,Quarterly,Lapsed,CUST98456806,1771,Long Term,0,Ryan Turner,Male,85,Energy engineer,Widowed,"East Lindaborough, Alaska, 87925",56+,0,1,Senior Adult,AGT32462707,Pending,0,18,0,Low Risk,0,At Risk
POL06989593,Auto,290518,1208.97,2016-11-10,2021-01-11,Monthly,Active,CUST96263683,1523,Long Term,1,Sandra Morgan,Female,68,"Horticulturist, commercial",Widowed,"Shannonberg, Iowa, 46223",56+,0,1,Senior Adult,AGT91349790,Renewed,9,59,0,Medium Risk,0,Loyal
POL13962079,Health,413995,435.26,2023-02-17,2029-07-15,Quarterly,Lapsed,CUST91529292,2340,Long Term,0,Rachel Carter,Male,37,Tour manager,Divorced,"Howardmouth, Iowa, 48145",36-45,0,0,Middle Age,AGT38114278,Renewed,3,32,0,Medium Risk,0,Loyal
POL77110214,Health,31431,1615.64,2019-03-02,2025-01-16,Annually,Active,CUST87141280,2147,Long Term,1,Kelly Perez,Female,38,Broadcast engineer,Single,"Hughesfort, North Carolina, 40372",36-45,0,0,Middle Age,AGT89796528,Pending,15,53,0,Medium Risk,0,At Risk
POL97704616,Life,34065,1723.03,2019-03-23,2023-06-28,Monthly,Terminated,CUST80612800,1558,Long Term,0,Thomas Kramer,Female,36,"Engineer, water",Widowed,"Millerbury, Kentucky, 77208",36-45,0,0,Middle Age,AGT79772172,Pending,25,68,0,High Risk,0,At Risk
POL73955380,Life,398009,513.82,2021-04-17,2025-11-17,Annually,Lapsed,CUST22178817,1675,Long Term,0,Michael Hensley,Male,73,Retail buyer,Married,"South Haroldland, West Virginia, 25821",56+,1,1,Senior Adult,AGT80829890,Renewed,26,28,0,Low Risk,0,Loyal
