Customer ID,Name,Gender,Age,Occupation,Marital Status,"Address (City, State, Zip Code)",Age Bucket,Married Flag,Senior Citizen Flag,Customer Segment,Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Policy Duration Days,Policy Duration Category,Active Policy Flag,Agent ID,Renewal Status,Policy Discounts,Risk Score,High_Risk_Flag,Risk Category,High Risk Flag,Renewal Segment
CUST89125036,David Weaver,Male,54,Arts development officer,Widowed,"East Lindaville, Missouri, 62903",46-55,0,0,Senior Adult,POL10256156,Auto,391859,1196.46,2020-05-05,2029-02-07,Quarterly,Active,3200,Long Term,1,AGT24384163,Pending,31,22,0,Low Risk,0,At Risk
CUST89125036,David Weaver,Male,54,Arts development officer,Widowed,"East Lindaville, Missouri, 62903",46-55,0,0,Senior Adult,POL14172543,Auto,377433,1820.42,2016-09-08,2025-03-20,Quarterly,Active,3115,Long Term,1,AGT49986204,Pending,8,62,0,High Risk,0,At Risk
CUST51598236,Travis Green,Male,77,Interpreter,Divorced,"Lowerystad, Connecticut, 96058",56+,0,1,Senior Adult,POL21319320,Auto,403366,1551.73,2017-11-02,2021-11-01,Annually,Lapsed,1460,Long Term,0,AGT85882780,Pending,36,8,0,Low Risk,0,At Risk
CUST51598236,Travis Green,Male,77,Interpreter,Divorced,"Lowerystad, Connecticut, 96058",56+,0,1,Senior Adult,POL82064166,Health,409476,1419.19,2016-10-01,2019-03-23,Annually,Terminated,903,Medium Term,0,AGT72161424,Renewed,47,61,0,High Risk,0,Loyal
CUST90193495,Melissa Ellison,Other,82,Tax inspector,Single,"Lake Douglas, Montana, 62118",56+,0,1,Senior Adult,POL18037009,Health,63234,352.96,2018-02-12,2022-07-03,Quarterly,Active,1602,Long Term,1,AGT34757080,Renewed,34,81,1,High Risk,1,Loyal
CUST90193495,Melissa Ellison,Other,82,Tax inspector,Single,"Lake Douglas, Montana, 62118",56+,0,1,Senior Adult,POL84317936,Life,90470,482.56,2018-08-16,2023-04-11,Monthly,Active,1699,Long Term,1,AGT76769152,Renewed,11,46,0,Medium Risk,0,Loyal
CUST90193495,Melissa Ellison,Other,82,Tax inspector,Single,"Lake Douglas, Montana, 62118",56+,0,1,Senior Adult,POL48606584,Health,31093,412.35,2023-01-22,2028-09-03,Annually,Lapsed,2051,Long Term,0,AGT10321048,Not Renewed,17,17,0,Low Risk,0,Churned
CUST90537815,Jason King,Female,39,Artist,Widowed,"Brianstad, North Carolina, 64982",36-45,0,0,Middle Age,POL38710831,Life,15887,870.14,2018-01-24,2021-12-12,Quarterly,Lapsed,1418,Long Term,0,AGT82266683,Renewed,21,25,0,Low Risk,0,Loyal
CUST90537815,Jason King,Female,39,Artist,Widowed,"Brianstad, North Carolina, 64982",36-45,0,0,Middle Age,POL03937394,Life,485700,825.03,2023-02-16,2024-08-24,Annually,Active,555,Medium Term,1,AGT37808734,Renewed,45,25,0,Low Risk,0,Loyal
CUST63408106,Willie Stewart,Female,61,Fashion designer,Single,"South Seth, Colorado, 48516",56+,0,1,Senior Adult,POL78449319,Life,243439,1947.15,2023-03-24,2024-09-04,Annually,Terminated,530,Medium Term,0,AGT96178095,Not Renewed,30,57,0,Medium Risk,0,Churned
CUST63408106,Willie Stewart,Female,61,Fashion designer,Single,"South Seth, Colorado, 48516",56+,0,1,Senior Adult,POL92884987,Life,411557,361.08,2019-03-12,2027-10-01,Annually,Active,3125,Long Term,1,AGT26440229,Not Renewed,16,71,1,High Risk,1,Churned
CUST63408106,Willie Stewart,Female,61,Fashion designer,Single,"South Seth, Colorado, 48516",56+,0,1,Senior Adult,POL92817192,Health,113850,850.26,2024-01-14,2026-05-28,Annually,Lapsed,865,Medium Term,0,AGT71348949,Not Renewed,2,74,1,High Risk,1,Churned
CUST41142987,Brooke Hodges,Female,71,Industrial buyer,Single,"Sandraburgh, Nebraska, 70787",56+,0,1,Senior Adult,POL30587921,Life,362533,1974.61,2016-06-17,2019-04-24,Monthly,Terminated,1041,Medium Term,0,AGT55273344,Renewed,34,100,1,High Risk,1,Loyal
CUST55688813,Derek Reed,Male,42,Education administrator,Divorced,"South Christopherchester, Indiana, 55808",36-45,0,0,Middle Age,POL99781193,Auto,32358,291.01,2016-12-23,2022-09-20,Monthly,Terminated,2097,Long Term,0,AGT32253357,Renewed,22,57,0,Medium Risk,0,Loyal
CUST55688813,Derek Reed,Male,42,Education administrator,Divorced,"South Christopherchester, Indiana, 55808",36-45,0,0,Middle Age,POL55272658,Health,241526,1439.45,2023-08-25,2033-06-30,Quarterly,Terminated,3597,Long Term,0,AGT50072491,Pending,25,84,1,High Risk,1,At Risk
CUST55688813,Derek Reed,Male,42,Education administrator,Divorced,"South Christopherchester, Indiana, 55808",36-45,0,0,Middle Age,POL58108694,Health,191498,1098.6,2021-01-26,2028-05-11,Monthly,Active,2662,Long Term,1,AGT17797334,Pending,11,3,0,Low Risk,0,At Risk
CUST90321947,Jennifer Jenkins,Female,34,Hotel manager,Married,"Kennedybury, Utah, 12206",26-35,1,0,Middle Age,POL69821903,Auto,225776,1547.96,2015-12-11,2021-05-28,Quarterly,Lapsed,1995,Long Term,0,AGT90233763,Pending,8,21,0,Low Risk,0,At Risk
CUST90321947,Jennifer Jenkins,Female,34,Hotel manager,Married,"Kennedybury, Utah, 12206",26-35,1,0,Middle Age,POL52344309,Health,248215,688.74,2016-03-30,2023-04-15,Annually,Lapsed,2572,Long Term,0,AGT17244102,Pending,24,71,1,High Risk,1,At Risk
CUST18926459,Corey Ryan,Female,58,Aeronautical engineer,Widowed,"Jesusmouth, North Carolina, 91190",56+,0,0,Senior Adult,POL79312567,Auto,17245,186.85,2024-09-11,2034-04-28,Annually,Active,3516,Long Term,1,AGT00978847,Pending,7,48,0,Medium Risk,0,At Risk
CUST40230825,Annette Vasquez,Male,58,Ecologist,Single,"Stevenberg, Oregon, 25121",56+,0,0,Senior Adult,POL82520665,Auto,65696,903.73,2016-02-06,2017-11-08,Monthly,Lapsed,641,Medium Term,0,AGT47368133,Not Renewed,34,29,0,Low Risk,0,Churned
CUST40230825,Annette Vasquez,Male,58,Ecologist,Single,"Stevenberg, Oregon, 25121",56+,0,0,Senior Adult,POL14234564,Life,232622,573.12,2023-04-30,2032-10-17,Annually,Lapsed,3458,Long Term,0,AGT91853395,Pending,42,12,0,Low Risk,0,At Risk
CUST40230825,Annette Vasquez,Male,58,Ecologist,Single,"Stevenberg, Oregon, 25121",56+,0,0,Senior Adult,POL74198912,Health,381676,1889.34,2024-03-02,2026-12-26,Monthly,Lapsed,1029,Medium Term,0,AGT31916170,Pending,48,79,1,High Risk,1,At Risk
CUST40230825,Annette Vasquez,Male,58,Ecologist,Single,"Stevenberg, Oregon, 25121",56+,0,0,Senior Adult,POL13181377,Life,15079,266.76,2016-06-15,2022-10-24,Monthly,Terminated,2322,Long Term,0,AGT04229507,Renewed,44,50,0,Medium Risk,0,Loyal
CUST63889194,Brittany Moore,Female,30,"Designer, textile",Married,"Kristinamouth, Delaware, 69777",26-35,1,0,Young Adult,POL50447483,Health,237228,1742.21,2022-12-21,2029-04-23,Monthly,Active,2315,Long Term,1,AGT31116346,Renewed,7,11,0,Low Risk,0,Loyal
CUST96215040,Anthony Sanchez,Other,27,Landscape architect,Single,"Nelsonmouth, Connecticut, 15364",26-35,0,0,Young Adult,POL74637013,Life,436569,1101.14,2022-03-14,2023-04-26,Annually,Active,408,Medium Term,1,AGT29358915,Renewed,27,26,0,Low Risk,0,Loyal
CUST60507247,David Jones,Other,71,Software engineer,Widowed,"Lake Jenniferport, Wyoming, 29453",56+,0,1,Senior Adult,POL59205415,Auto,349672,1929.46,2020-08-06,2028-11-08,Monthly,Terminated,3016,Long Term,0,AGT56522653,Renewed,40,23,0,Low Risk,0,Loyal
CUST69199405,Kara Baker,Male,18,Animal technologist,Single,"Youngport, Kansas, 95314",18-25,0,0,Young Adult,POL17984911,Property,108505,1588.99,2021-11-23,2026-05-28,Annually,Terminated,1647,Long Term,0,AGT61395661,Not Renewed,34,12,0,Low Risk,0,Churned
CUST69731138,John Thornton,Other,23,"Engineer, electrical",Divorced,"Lake Tracieview, Wisconsin, 01778",18-25,0,0,Young Adult,POL02002771,Health,239634,1599.3,2020-09-30,2027-10-24,Annually,Lapsed,2580,Long Term,0,AGT06980160,Not Renewed,13,93,1,High Risk,1,Churned
CUST69731138,John Thornton,Other,23,"Engineer, electrical",Divorced,"Lake Tracieview, Wisconsin, 01778",18-25,0,0,Young Adult,POL73362780,Property,63870,1330.75,2015-10-03,2023-02-07,Quarterly,Lapsed,2684,Long Term,0,AGT38670436,Renewed,29,96,1,High Risk,1,Loyal
CUST39350909,Brian Hernandez II,Male,29,"Engineer, drilling",Married,"North Alexis, Minnesota, 09341",26-35,1,0,Young Adult,POL30949010,Auto,335074,431.49,2015-01-03,2021-03-02,Monthly,Active,2250,Long Term,1,AGT49192028,Not Renewed,50,46,0,Medium Risk,0,Churned
CUST39350909,Brian Hernandez II,Male,29,"Engineer, drilling",Married,"North Alexis, Minnesota, 09341",26-35,1,0,Young Adult,POL77489665,Health,129083,650.44,2020-04-06,2022-07-22,Annually,Terminated,837,Medium Term,0,AGT33029455,Pending,16,36,0,Medium Risk,0,At Risk
CUST39350909,Brian Hernandez II,Male,29,"Engineer, drilling",Married,"North Alexis, Minnesota, 09341",26-35,1,0,Young Adult,POL60480382,Life,429613,542.31,2019-09-05,2024-08-23,Quarterly,Terminated,1814,Long Term,0,AGT46904808,Not Renewed,16,71,1,High Risk,1,Churned
CUST86884109,Joe Collins,Male,74,Waste management officer,Single,"Scottport, Utah, 96022",56+,0,1,Senior Adult,POL61335300,Property,270272,1462.7,2024-07-27,2026-01-01,Annually,Terminated,523,Medium Term,0,AGT30758651,Not Renewed,29,71,1,High Risk,1,Churned
CUST86884109,Joe Collins,Male,74,Waste management officer,Single,"Scottport, Utah, 96022",56+,0,1,Senior Adult,POL53367790,Health,489181,1382.04,2021-02-11,2024-12-12,Monthly,Lapsed,1400,Long Term,0,AGT88757034,Pending,26,28,0,Low Risk,0,At Risk
CUST03277806,Joseph Clayton,Other,85,Legal executive,Married,"Gregorytown, Wisconsin, 57161",56+,1,1,Senior Adult,POL69142405,Health,231754,246.78,2022-10-18,2029-02-20,Annually,Terminated,2317,Long Term,0,AGT16070327,Renewed,23,80,1,High Risk,1,Loyal
CUST03277806,Joseph Clayton,Other,85,Legal executive,Married,"Gregorytown, Wisconsin, 57161",56+,1,1,Senior Adult,POL24379753,Property,215948,1547.87,2018-05-19,2023-10-06,Annually,Lapsed,1966,Long Term,0,AGT51025245,Not Renewed,43,13,0,Low Risk,0,Churned
CUST65710291,Paul Hernandez Jr.,Other,68,Insurance underwriter,Married,"Lake Keith, Massachusetts, 93348",56+,1,1,Senior Adult,POL60646707,Life,97994,1854.9,2024-03-17,2028-04-11,Monthly,Terminated,1486,Long Term,0,AGT01560546,Renewed,36,44,0,Medium Risk,0,Loyal
CUST65710291,Paul Hernandez Jr.,Other,68,Insurance underwriter,Married,"Lake Keith, Massachusetts, 93348",56+,1,1,Senior Adult,POL13181261,Property,124261,1186.97,2023-05-19,2026-03-20,Monthly,Terminated,1036,Medium Term,0,AGT39135024,Not Renewed,44,61,0,High Risk,0,Churned
CUST74096037,Matthew Lindsey,Male,40,Health visitor,Married,"Leechester, Maine, 98601",36-45,1,0,Middle Age,POL27502535,Auto,298740,1011.09,2017-11-13,2020-09-30,Annually,Terminated,1052,Medium Term,0,AGT82658500,Pending,5,45,0,Medium Risk,0,At Risk
CUST47750723,James Shannon,Male,37,"Sales professional, IT",Married,"Frankville, Utah, 01747",36-45,1,0,Middle Age,POL63767133,Life,284452,152.8,2017-03-01,2018-06-04,Quarterly,Lapsed,460,Medium Term,0,AGT81051322,Renewed,9,85,1,High Risk,1,Loyal
CUST05897242,Heather Mccormick,Female,76,Neurosurgeon,Divorced,"Davisland, Indiana, 81751",56+,0,1,Senior Adult,POL52131318,Life,422456,481.72,2021-01-19,2026-02-27,Quarterly,Terminated,1865,Long Term,0,AGT86707971,Not Renewed,14,11,0,Low Risk,0,Churned
CUST05897242,Heather Mccormick,Female,76,Neurosurgeon,Divorced,"Davisland, Indiana, 81751",56+,0,1,Senior Adult,POL09517154,Auto,480923,1771.52,2024-07-05,2028-04-05,Monthly,Lapsed,1370,Long Term,0,AGT57215047,Pending,12,84,1,High Risk,1,At Risk
CUST05897242,Heather Mccormick,Female,76,Neurosurgeon,Divorced,"Davisland, Indiana, 81751",56+,0,1,Senior Adult,POL96558209,Auto,254781,1670.8,2016-01-27,2018-07-14,Quarterly,Active,899,Medium Term,1,AGT26129832,Renewed,45,35,0,Medium Risk,0,Loyal
CUST81158864,Patricia Mitchell,Other,46,Photographer,Married,"Martinezfurt, Pennsylvania, 29314",46-55,1,0,Middle Age,POL15880317,Health,164975,311.82,2015-06-15,2024-05-02,Quarterly,Lapsed,3244,Long Term,0,AGT65687133,Pending,31,42,0,Medium Risk,0,At Risk
CUST35063171,Andrea Nolan,Other,59,Health and safety inspector,Married,"West Katie, Mississippi, 86118",56+,1,0,Senior Adult,POL64965934,Life,348114,1929.09,2018-09-10,2020-10-17,Monthly,Active,768,Medium Term,1,AGT84132566,Pending,15,13,0,Low Risk,0,At Risk
CUST35063171,Andrea Nolan,Other,59,Health and safety inspector,Married,"West Katie, Mississippi, 86118",56+,1,0,Senior Adult,POL32168354,Auto,472225,1968.67,2021-08-29,2031-04-22,Quarterly,Terminated,3523,Long Term,0,AGT83110794,Not Renewed,15,50,0,Medium Risk,0,Churned
CUST35063171,Andrea Nolan,Other,59,Health and safety inspector,Married,"West Katie, Mississippi, 86118",56+,1,0,Senior Adult,POL51307192,Auto,498291,1008.6,2022-10-14,2026-04-25,Quarterly,Terminated,1289,Long Term,0,AGT44050452,Pending,3,40,0,Medium Risk,0,At Risk
CUST35063171,Andrea Nolan,Other,59,Health and safety inspector,Married,"West Katie, Mississippi, 86118",56+,1,0,Senior Adult,POL58542189,Property,251079,507.58,2015-05-28,2023-04-09,Quarterly,Active,2873,Long Term,1,AGT65653238,Pending,34,8,0,Low Risk,0,At Risk
CUST94694770,Megan Barber,Female,52,Careers adviser,Single,"Kellerfurt, Oregon, 83938",46-55,0,0,Senior Adult,POL81442858,Health,375571,1988.32,2017-02-13,2026-02-03,Monthly,Lapsed,3277,Long Term,0,AGT34664827,Renewed,49,16,0,Low Risk,0,Loyal
CUST97878610,Andrew Cline,Other,37,Naval architect,Widowed,"East Tonya, North Dakota, 39904",36-45,0,0,Middle Age,POL73601567,Auto,163841,1755.13,2017-09-09,2018-12-07,Quarterly,Active,454,Medium Term,1,AGT38595191,Not Renewed,33,55,0,Medium Risk,0,Churned
CUST57742100,Keith Young,Other,66,Automotive engineer,Married,"Acevedomouth, Maine, 36342",56+,1,1,Senior Adult,POL39660520,Auto,379088,1526.27,2022-12-19,2031-01-29,Annually,Lapsed,2963,Long Term,0,AGT28078319,Pending,33,56,0,Medium Risk,0,At Risk
CUST60606082,Jennifer King,Other,34,Purchasing manager,Divorced,"Marvinfurt, North Carolina, 34224",26-35,0,0,Middle Age,POL40860073,Health,48315,616.58,2022-09-22,2028-03-31,Quarterly,Terminated,2017,Long Term,0,AGT40742386,Renewed,30,90,1,High Risk,1,Loyal
CUST50669667,Brian Ho,Male,84,Advertising art director,Single,"Janetport, New York, 04178",56+,0,1,Senior Adult,POL63841611,Life,129847,1351.56,2015-03-19,2020-03-25,Annually,Lapsed,1833,Long Term,0,AGT74178084,Renewed,32,39,0,Medium Risk,0,Loyal
CUST50669667,Brian Ho,Male,84,Advertising art director,Single,"Janetport, New York, 04178",56+,0,1,Senior Adult,POL59056408,Auto,231142,993.9,2016-08-07,2020-03-10,Annually,Active,1311,Long Term,1,AGT49603522,Pending,39,28,0,Low Risk,0,At Risk
CUST57245490,Wendy Ramirez,Female,73,Data scientist,Divorced,"Morganmouth, Maryland, 82491",56+,0,1,Senior Adult,POL20532227,Health,395705,399.13,2024-07-26,2031-06-12,Quarterly,Lapsed,2512,Long Term,0,AGT09697566,Not Renewed,17,94,1,High Risk,1,Churned
CUST57245490,Wendy Ramirez,Female,73,Data scientist,Divorced,"Morganmouth, Maryland, 82491",56+,0,1,Senior Adult,POL72160621,Life,262316,821.02,2020-06-04,2030-04-30,Annually,Active,3617,Long Term,1,AGT19480227,Pending,26,74,1,High Risk,1,At Risk
CUST61371484,Timothy Taylor,Other,77,"Pilot, airline",Married,"South Paul, Connecticut, 91154",56+,1,1,Senior Adult,POL22177049,Health,250750,751.5,2016-06-06,2019-06-26,Annually,Terminated,1115,Long Term,0,AGT89903402,Renewed,33,21,0,Low Risk,0,Loyal
CUST76197402,Stephen Miranda,Male,28,Exhibition designer,Divorced,"Smithbury, Delaware, 58979",26-35,0,0,Young Adult,POL73706161,Life,176113,1956.14,2022-06-25,2024-07-03,Annually,Lapsed,739,Medium Term,0,AGT90067252,Not Renewed,6,38,0,Medium Risk,0,Churned
CUST89789123,Danielle Thomas,Male,49,Barista,Married,"Laurentown, Texas, 77777",46-55,1,0,Middle Age,POL72738203,Property,390280,149.66,2017-09-17,2022-11-07,Quarterly,Terminated,1877,Long Term,0,AGT80456582,Not Renewed,4,33,0,Medium Risk,0,Churned
CUST50645546,John Garza,Other,32,"Optician, dispensing",Married,"Port Jeremyfurt, New Jersey, 18024",26-35,1,0,Middle Age,POL01387095,Life,337729,459.03,2021-07-28,2029-06-24,Monthly,Terminated,2888,Long Term,0,AGT95683604,Renewed,4,56,0,Medium Risk,0,Loyal
CUST14417337,Jenny Davis,Female,56,IT consultant,Single,"New Zacharybury, Minnesota, 98403",56+,0,0,Senior Adult,POL05441250,Health,417123,413.35,2020-05-10,2024-01-03,Quarterly,Active,1333,Long Term,1,AGT13023382,Not Renewed,43,82,1,High Risk,1,Churned
CUST74243218,Amanda Delacruz,Other,18,Chief Marketing Officer,Married,"Lake Henry, Rhode Island, 38326",18-25,1,0,Young Adult,POL47794870,Auto,192293,445.14,2022-11-13,2027-12-09,Monthly,Lapsed,1852,Long Term,0,AGT83550386,Not Renewed,24,75,1,High Risk,1,Churned
CUST74243218,Amanda Delacruz,Other,18,Chief Marketing Officer,Married,"Lake Henry, Rhode Island, 38326",18-25,1,0,Young Adult,POL11388203,Property,25643,1318.97,2016-08-30,2022-01-29,Annually,Terminated,1978,Long Term,0,AGT40820862,Not Renewed,35,90,1,High Risk,1,Churned
CUST47360274,Henry Perkins,Other,62,IT consultant,Married,"Lake Davidside, Texas, 92058",56+,1,1,Senior Adult,POL07342539,Health,409709,102.35,2018-12-11,2028-10-19,Monthly,Lapsed,3600,Long Term,0,AGT77375163,Renewed,40,76,1,High Risk,1,Loyal
CUST48452402,Christina Love,Male,83,Music therapist,Married,"Pruittbury, Montana, 32114",56+,1,1,Senior Adult,POL26146635,Health,275838,321.71,2016-08-29,2018-01-22,Monthly,Active,511,Medium Term,1,AGT54961098,Renewed,23,16,0,Low Risk,0,Loyal
CUST48452402,Christina Love,Male,83,Music therapist,Married,"Pruittbury, Montana, 32114",56+,1,1,Senior Adult,POL54348718,Property,17863,987.73,2016-04-02,2020-05-09,Annually,Terminated,1498,Long Term,0,AGT08845045,Renewed,28,20,0,Low Risk,0,Loyal
CUST48452402,Christina Love,Male,83,Music therapist,Married,"Pruittbury, Montana, 32114",56+,1,1,Senior Adult,POL86414767,Auto,412512,287.8,2024-05-25,2028-08-12,Quarterly,Terminated,1540,Long Term,0,AGT65952651,Pending,35,81,1,High Risk,1,At Risk
CUST46734169,Tracy Dixon,Female,22,Music tutor,Divorced,"New Alejandro, Minnesota, 98477",18-25,0,0,Young Adult,POL95251783,Property,108101,739.15,2021-04-15,2026-09-16,Monthly,Active,1980,Long Term,1,AGT67387804,Pending,28,48,0,Medium Risk,0,At Risk
CUST63224514,Brenda Brown,Female,22,Careers information officer,Married,"Josephhaven, Kentucky, 76546",18-25,1,0,Young Adult,POL46770635,Auto,42831,269.51,2015-03-18,2016-08-30,Annually,Active,531,Medium Term,1,AGT61116641,Pending,28,66,0,High Risk,0,At Risk
CUST63224514,Brenda Brown,Female,22,Careers information officer,Married,"Josephhaven, Kentucky, 76546",18-25,1,0,Young Adult,POL05595265,Auto,298043,427.41,2017-07-08,2019-06-10,Monthly,Terminated,702,Medium Term,0,AGT82689649,Pending,25,39,0,Medium Risk,0,At Risk
CUST14754808,Steven Mcdaniel,Other,22,"Producer, television/film/video",Widowed,"Troybury, Oregon, 74922",18-25,0,0,Young Adult,POL51127842,Health,422213,1788.74,2023-11-08,2028-09-25,Quarterly,Lapsed,1783,Long Term,0,AGT69955273,Not Renewed,39,6,0,Low Risk,0,Churned
CUST61585782,Robin Garcia,Female,20,Exhibition designer,Single,"Martinezside, Delaware, 34143",18-25,0,0,Young Adult,POL86552601,Property,155063,666.01,2024-11-21,2027-06-04,Monthly,Lapsed,925,Medium Term,0,AGT45357264,Not Renewed,36,17,0,Low Risk,0,Churned
CUST61585782,Robin Garcia,Female,20,Exhibition designer,Single,"Martinezside, Delaware, 34143",18-25,0,0,Young Adult,POL49077462,Life,429403,598.2,2017-01-23,2019-07-09,Quarterly,Active,897,Medium Term,1,AGT69171597,Renewed,7,66,0,High Risk,0,Loyal
CUST61585782,Robin Garcia,Female,20,Exhibition designer,Single,"Martinezside, Delaware, 34143",18-25,0,0,Young Adult,POL63456798,Health,472276,1425.94,2024-02-12,2025-12-22,Annually,Lapsed,679,Medium Term,0,AGT84700186,Pending,47,20,0,Low Risk,0,At Risk
CUST51906206,Steven Chan,Female,41,Petroleum engineer,Single,"New Charles, Mississippi, 12039",36-45,0,0,Middle Age,POL20512215,Health,474237,1437.35,2022-12-16,2029-01-15,Monthly,Lapsed,2222,Long Term,0,AGT10478545,Pending,7,29,0,Low Risk,0,At Risk
CUST51906206,Steven Chan,Female,41,Petroleum engineer,Single,"New Charles, Mississippi, 12039",36-45,0,0,Middle Age,POL40752676,Life,426777,568.34,2015-07-09,2019-02-28,Monthly,Terminated,1330,Long Term,0,AGT18034573,Renewed,27,50,0,Medium Risk,0,Loyal
CUST83000820,David Walker,Female,30,Tax adviser,Widowed,"Camposmouth, West Virginia, 67713",26-35,0,0,Young Adult,POL38045222,Life,66374,861.66,2024-04-19,2028-02-04,Monthly,Terminated,1386,Long Term,0,AGT20349725,Not Renewed,35,11,0,Low Risk,0,Churned
CUST83000820,David Walker,Female,30,Tax adviser,Widowed,"Camposmouth, West Virginia, 67713",26-35,0,0,Young Adult,POL61919833,Life,102077,310.72,2015-10-01,2020-12-12,Quarterly,Terminated,1899,Long Term,0,AGT62576372,Renewed,15,78,1,High Risk,1,Loyal
CUST39308148,Emily Wise,Male,73,"Engineer, automotive",Single,"Leefort, Washington, 71896",56+,0,1,Senior Adult,POL81473954,Health,479555,338.78,2023-03-15,2027-06-07,Annually,Lapsed,1545,Long Term,0,AGT07608627,Pending,15,70,1,High Risk,1,At Risk
CUST54318231,Mrs. Donna Cunningham,Female,24,"Teacher, music",Single,"Cruzshire, Pennsylvania, 50763",18-25,0,0,Young Adult,POL64943722,Health,221353,824.14,2023-12-23,2030-04-27,Annually,Terminated,2317,Long Term,0,AGT85390293,Renewed,45,9,0,Low Risk,0,Loyal
CUST89565074,Yvette Forbes,Female,25,Commercial art gallery manager,Divorced,"South Lori, New Mexico, 96250",18-25,0,0,Young Adult,POL89295458,Property,318680,867.82,2023-12-15,2033-03-09,Annually,Active,3372,Long Term,1,AGT31810478,Renewed,18,100,1,High Risk,1,Loyal
CUST30107640,Linda Serrano,Female,71,Hospital pharmacist,Widowed,"South Matthewbury, New York, 82926",56+,0,1,Senior Adult,POL63542337,Health,476788,1056.55,2023-01-28,2029-12-24,Quarterly,Lapsed,2522,Long Term,0,AGT88386094,Pending,0,59,0,Medium Risk,0,At Risk
CUST30107640,Linda Serrano,Female,71,Hospital pharmacist,Widowed,"South Matthewbury, New York, 82926",56+,0,1,Senior Adult,POL66684348,Property,283261,1177.75,2020-11-07,2029-10-28,Annually,Terminated,3277,Long Term,0,AGT17458388,Not Renewed,30,20,0,Low Risk,0,Churned
CUST72822037,Tyler Duran,Other,50,Surgeon,Widowed,"New Jeffrey, Rhode Island, 14607",46-55,0,0,Middle Age,POL30351443,Life,297236,459.26,2016-10-15,2022-01-01,Annually,Terminated,1904,Long Term,0,AGT52389293,Pending,39,44,0,Medium Risk,0,At Risk
CUST10291399,Wayne Cook,Other,44,Retail banker,Married,"Kristenport, Delaware, 40548",36-45,1,0,Middle Age,POL08961266,Health,496151,652.18,2024-09-05,2031-02-27,Quarterly,Terminated,2366,Long Term,0,AGT38028616,Not Renewed,41,51,0,Medium Risk,0,Churned
CUST81996742,Brian Evans,Other,18,Research scientist (physical sciences),Married,"Montgomeryport, Utah, 31680",18-25,1,0,Young Adult,POL00811165,Auto,32898,619.89,2020-12-24,2026-08-03,Annually,Active,2048,Long Term,1,AGT27843033,Not Renewed,39,47,0,Medium Risk,0,Churned
CUST81996742,Brian Evans,Other,18,Research scientist (physical sciences),Married,"Montgomeryport, Utah, 31680",18-25,1,0,Young Adult,POL04525744,Auto,379370,400.02,2021-01-10,2030-04-13,Annually,Terminated,3380,Long Term,0,AGT82639238,Not Renewed,0,4,0,Low Risk,0,Churned
CUST81996742,Brian Evans,Other,18,Research scientist (physical sciences),Married,"Montgomeryport, Utah, 31680",18-25,1,0,Young Adult,POL60009654,Life,131206,976.01,2022-09-08,2029-09-29,Annually,Lapsed,2578,Long Term,0,AGT99509442,Not Renewed,7,87,1,High Risk,1,Churned
CUST09948159,Tony Reed,Other,27,Public affairs consultant,Widowed,"Aguilarberg, Minnesota, 29397",26-35,0,0,Young Adult,POL82132627,Auto,461130,1336.96,2016-10-18,2022-09-10,Monthly,Lapsed,2153,Long Term,0,AGT64225908,Renewed,36,72,1,High Risk,1,Loyal
CUST09948159,Tony Reed,Other,27,Public affairs consultant,Widowed,"Aguilarberg, Minnesota, 29397",26-35,0,0,Young Adult,POL33049382,Life,210953,198.31,2023-03-22,2031-11-11,Monthly,Terminated,3156,Long Term,0,AGT71357121,Pending,49,63,0,High Risk,0,At Risk
CUST09948159,Tony Reed,Other,27,Public affairs consultant,Widowed,"Aguilarberg, Minnesota, 29397",26-35,0,0,Young Adult,POL20175576,Property,425745,1036.61,2016-04-19,2024-12-07,Monthly,Terminated,3154,Long Term,0,AGT81808947,Pending,36,42,0,Medium Risk,0,At Risk
CUST87783555,Catherine Mullins,Male,38,Counsellor,Married,"Port Chadburgh, Minnesota, 02313",36-45,1,0,Middle Age,POL77208632,Health,355737,1562.56,2023-03-12,2030-12-25,Annually,Lapsed,2845,Long Term,0,AGT22254996,Pending,37,88,1,High Risk,1,At Risk
CUST77367814,Barbara Williams,Female,24,Ceramics designer,Divorced,"West Carlside, Virginia, 18042",18-25,0,0,Young Adult,POL69716653,Health,112860,1517.57,2018-04-28,2023-01-17,Monthly,Lapsed,1725,Long Term,0,AGT95899686,Not Renewed,28,76,1,High Risk,1,Churned
CUST47043566,Kimberly Robinson,Male,50,Orthoptist,Divorced,"Smithville, New York, 88413",46-55,0,0,Middle Age,POL63439011,Auto,328245,370.64,2016-03-03,2025-05-07,Monthly,Lapsed,3352,Long Term,0,AGT60884319,Pending,25,63,0,High Risk,0,At Risk
CUST40593734,Christopher Rice,Other,36,"Conservator, museum/gallery",Married,"Riceburgh, Alaska, 97253",36-45,1,0,Middle Age,POL14002864,Property,459084,1065.04,2024-08-29,2032-06-25,Monthly,Lapsed,2857,Long Term,0,AGT06306594,Pending,17,42,0,Medium Risk,0,At Risk
